S1,"S1 - other","S1 - time",S2,"S2 - other","S2 - time",E1_1,"E1_1 - other","E1_1 - time",E2,"E2 - other","E2 - time",E3,"E3 - other","E3 - time",E4,"E4 - other","E4 - time",E5,"E5 - other","E5 - time",A1,"A1 - other","A1 - time",A2,"A2 - other","A2 - time",A4,"A4 - other","A4 - time",A5,"A5 - other","A5 - time",A6,"A6 - other","A6 - time",A6_1,"A6_1 - other","A6_1 - time",A7,"A7 - other","A7 - time",A8,"A8 - other","A8 - time",A9,"A9 - other","A9 - time",A10,"A10 - other","A10 - time",A10_1,"A10_1 - other","A10_1 - time",S5,"S5 - other","S5 - time",S6,"S6 - other","S6 - time",S7,"S7 - other","S7 - time",S3,"S3 - other","S3 - time",S3_1,"S3_1 - other","S3_1 - time",C1,"C1 - other","C1 - time",C2,"C2 - other","C2 - time",C3,"C3 - other","C3 - time",C4,"C4 - other","C4 - time",C5,"C5 - other","C5 - time",C6,"C6 - other","C6 - time"
"""1""",,7,"""10""",,27,"[""1"",""7"",""8""]",,50,"{""1"":""6"",""7"":""1"",""8"":""3""}",,23,,,,,,,,,,"{""41"":""1"",""44"":""1"",""43"":""1"",""45"":""1"",""46"":""1""}",,338,"{""41"":{""LastName"":""Дуров"",""Company"":""VK""},""44"":{""LastName"":""Цукерберг"",""Company"":""facebook""},""43"":{""LastName"":""Пэйдж"",""Company"":""google""},""45"":{""LastName"":""Балемер"",""Company"":""microsoft""},""46"":{""LastName"":""Касперсикй"",""Company"":""лаборатория Касперского""}}",,211,"[""43"",""41"",""45"",""46"",""44""]",,98,"{""43"":[""1"",""8""],""46"":[""1""],""44"":[""1"",""7"",""8""],""41"":[""1"",""7"",""8""],""45"":[""1"",""8""]}",,61,"[""9"",""7"",""3"",""1"",""6"",""4"",""11"",""8""]",,18,"{""9"":[""1"",""7"",""8""],""6"":[""1"",""7"",""8""],""7"":[""1"",""7"",""8""],""3"":[""1"",""7"",""8""],""4"":[""1"",""7"",""8""],""11"":[""1"",""7"",""8""],""1"":[""1"",""7""],""8"":[""1"",""7"",""8""]}",,38,,,,"[""3"",""1"",""6"",""2"",""4""]",,28,"[""9"",""1"",""4""]",,29,"{""9"":[""90""],""2"":[""86"",""85"",""89"",""84"",""83""],""1"":[""85"",""89"",""84""],""8"":[""85"",""84""],""4"":[""86"",""84""],""3"":[""85"",""84""],""6"":[""86"",""84""],""7"":[""86"",""85"",""89"",""84""],""5"":[""85"",""89"",""84""]}",,118,"{""13"":[""85"",""84""],""14"":[""87"",""86"",""85"",""89"",""84"",""83""],""11"":[""86"",""85"",""89"",""84"",""83""],""16"":[""86"",""85"",""84""],""15"":[""86"",""85"",""84"",""83""],""18"":[""86"",""85"",""89"",""84"",""83""],""12"":[""85"",""84""],""17"":[""85"",""89"",""84""],""10"":[""90""]}",,114,"""2""",,17,"""6""",,7,"""2""",,13,"""2""",,9,,,,"""1983""",,7,"""1""",,3,"""12""",,8,"""3""",,13,"""4""",,21,"[""3"",""11"",""19""]",,54
"""2""",,9,"""7""",,12,"[""2"",""4"",""6"",""7"",""8"",""10"",""11""]",,23,"{""2"":""2"",""4"":""3"",""6"":""4"",""7"":""3"",""8"":""4"",""10"":""5"",""11"":""3""}",,43,,,,,,,,,,"{""44"":""1"",""46"":""1""}",,33,"{""44"":{""LastName"":""цукерберг"",""Company"":""фейсбук""},""46"":{""LastName"":""касперский"",""Company"":""касперский""}}",,54,"[""39"",""44"",""46""]",,16,"{""39"":[""4"",""7""],""44"":[""1"",""4"",""6"",""7""],""46"":[""4""]}",,37,"[""2"",""12"",""1"",""11"",""8""]",,18,"{""2"":[""4""],""12"":[""4"",""6""],""1"":[""4"",""7""],""11"":[""4""],""8"":[""1"",""4"",""5"",""6"",""7"",""8""]}",,32,,,,"[""99""]",,8,"[""1""]",,9,"{""5"":[""84""],""9"":[""86"",""84""],""4"":[""87"",""86"",""84""],""2"":[""86"",""84""],""8"":[""90""],""3"":[""90""],""7"":[""85""],""1"":[""86"",""85"",""84""],""6"":[""86"",""84""]}",,83,"{""17"":[""85"",""84""],""15"":[""86"",""85"",""83"",""84""],""16"":[""84""],""12"":[""84""],""11"":[""84""],""10"":[""84""],""18"":[""90""],""14"":[""87"",""86"",""89"",""83"",""84""],""13"":[""90""]}",,63,"""3""",,10,"""1""",,5,"""1""",,6,,,,"""5""",,11,"""1980""",,7,"""2""",,2,"""1""",,5,"""4""",,5,"""4""",,22,"[""6"",""24""]",,23
"""3""",,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""3""",,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""1""",,10,"""5""",,5,"[""4"",""5"",""6"",""7"",""8"",""9"",""10"",""11""]",,28,"{""4"":""1"",""5"":""2"",""6"":""6"",""7"":""1"",""8"":""3"",""9"":""1"",""10"":""2"",""11"":""2""}",,37,,,,,,,,,,"{""40"":""1"",""39"":""1"",""45"":""1"",""48"":""1"",""41"":""1"",""42"":""1"",""401"":""1"",""46"":""1"",""402"":""1"",""47"":""1"",""44"":""1""}",,69,"{""40"":{""LastName"":""Гришин"",""Company"":""Mail.ru Group""},""39"":{""LastName"":""Волож"",""Company"":""Яндекс""},""45"":{""LastName"":""Болмер"",""Company"":""Microsoft""},""48"":{""LastNameEmpty"":""1"",""CompanyEmpty"":""1""},""41"":{""LastName"":""Дуров"",""Company"":""ВКонтакте""},""42"":{""LastName"":""Молибог"",""Company"":""РБК""},""401"":{""LastName"":""Артамонова"",""Company"":""Mail.ru Group""},""46"":{""LastName"":""Касперский"",""Company"":""Лаборатория Касперского""},""402"":{""LastName"":""Захаров"",""Company"":""Афиша-Рамблер-SUP""},""47"":{""LastName"":""Белоусов"",""Company"":""Parallels""},""44"":{""LastName"":""Цукерберг"",""Company"":""facebook""}}",,551,"[""42"",""402"",""48"",""41"",""44"",""47"",""40"",""39""]",,90,"{""44"":[""4""],""47"":[""4""],""42"":[""4"",""8""],""40"":[""4"",""8""],""402"":[""4"",""8""],""39"":[""4"",""8""],""48"":[""4"",""8""],""41"":[""4"",""8""]}",,37,"[""1"",""2"",""4"",""5"",""7"",""11""]",,25,"{""1"":[""4"",""7"",""8""],""4"":[""4"",""7"",""8""],""5"":[""4"",""7"",""8""],""7"":[""4"",""7"",""8""],""11"":[""4"",""7"",""8""],""2"":[""4"",""7"",""8""]}",,28,,,,"[""1"",""2"",""4"",""5"",""11""]",,19,"[""1"",""10"",""2"",""4"",""5""]",,15,"{""2"":[""88"",""83"",""89"",""85"",""84"",""87"",""86""],""9"":[""88"",""89"",""84""],""3"":[""88"",""83"",""89"",""84""],""6"":[""89"",""84"",""86""],""7"":[""88"",""89"",""84"",""86""],""8"":[""88""],""4"":[""88"",""83"",""89"",""85"",""84"",""86""],""5"":[""88"",""83"",""89"",""85"",""84"",""87""],""1"":[""88"",""89"",""85"",""84"",""86""]}",,2121,"{""13"":[""88"",""83"",""89"",""85"",""84"",""87"",""86""],""18"":[""88"",""83"",""89"",""84"",""86""],""10"":[""90""],""12"":[""88"",""89"",""85"",""84"",""86""],""14"":[""88"",""83"",""89"",""85"",""84"",""87"",""86""],""16"":[""88"",""83"",""89"",""84""],""11"":[""88"",""83"",""89"",""84"",""86""],""17"":[""89"",""85"",""84"",""86""],""15"":[""89"",""84""]}",,74,"""1""",,17,"""6""",,5,"""2""",,4,"""5""",,5,,,,"""1987""",,6,"""2""",,3,"""1""",,3,"""4""",,5,"""5""",,14,"[""10"",""11"",""24""]",,18
"""1""",,20,"""5""",,9,"[""7"",""8"",""11""]",,42,"{""7"":""2"",""8"":""4"",""11"":""2""}",,30,,,,,,,,,,"{""41"":""1"",""43"":""1"",""44"":""1"",""47"":""1""}",,57,"{""41"":{""LastName"":""дуров"",""Company"":""вконтакте""},""43"":{""LastNameEmpty"":""1"",""CompanyEmpty"":""1""},""44"":{""LastName"":""цукерберг"",""Company"":""фейсбук""},""47"":{""LastName"":""белоусов"",""Company"":""parallels""}}",,1561,"[""41"",""47"",""43"",""44""]",,30,"{""41"":[""7""],""47"":[""4""],""43"":[""1""],""44"":[""7""]}",,47,"[""4"",""1"",""3"",""7""]",,22,"{""4"":[""4"",""7""],""7"":[""7""],""1"":[""4"",""7""],""3"":[""4"",""7""]}",,77,,,,"[""4"",""1""]",,27,"[""1"",""9"",""2""]",,35,"{""9"":[""84""],""5"":[""85""],""8"":[""84"",""89""],""4"":[""84"",""86""],""6"":[""85""],""7"":[""84"",""85""],""2"":[""84"",""85"",""86""],""3"":[""90""],""1"":[""84"",""85"",""86"",""89""]}",,166,"{""11"":[""84"",""83"",""85""],""18"":[""84"",""89""],""14"":[""87"",""89""],""15"":[""84"",""85"",""86""],""13"":[""84"",""83"",""85""],""10"":[""85"",""86""],""16"":[""84"",""85"",""86""],""17"":[""84"",""85"",""86""],""12"":[""84"",""85"",""86""]}",,133,"""2""",,16,"""2""",,7,"""3""",,6,"""5""",,14,,,,"""1985""",,8,"""2""",,3,"""1""",,6,"""4""",,6,"""5""",,29,"[""2"",""3"",""11""]",,31
"""2""",,22,"""8""",,7,"[""5"",""7"",""8""]",,31,"{""5"":""2"",""7"":""3"",""8"":""1""}",,31,,,,,,,,,,"{""45"":""1"",""46"":""1"",""41"":""1"",""44"":""1""}",,35,"{""45"":{""LastName"":""Баллмер"",""Company"":""Майкрософт""},""46"":{""LastName"":""Касперский"",""Company"":""Касперский""},""41"":{""LastName"":""Дуров"",""Company"":""Вконтакте""},""44"":{""LastName"":""Цукерберг"",""Company"":""Фейсбук""}}",,52,"[""46"",""45""]",,29,"{""46"":[""1"",""4"",""5"",""6"",""7"",""8""],""45"":[""1"",""4"",""5"",""6"",""7"",""8""]}",,26,"[""8"",""3"",""4"",""6""]",,21,"{""8"":[""1"",""4"",""5"",""6"",""7"",""8""],""3"":[""1"",""4"",""5"",""6"",""7"",""8""],""4"":[""1"",""4"",""5"",""6"",""7"",""8""],""6"":[""1"",""4"",""5"",""6"",""7"",""8""]}",,33,,,,"[""9"",""6""]",,16,"[""8"",""9"",""3""]",,19,"{""1"":[""85"",""89""],""6"":[""85"",""89""],""4"":[""85"",""89""],""2"":[""85"",""84"",""86"",""89""],""7"":[""85"",""89""],""3"":[""85""],""8"":[""85""],""5"":[""89""],""9"":[""85"",""89""]}",,449,"{""11"":[""85""],""15"":[""85""],""16"":[""85""],""14"":[""85"",""89""],""10"":[""85""],""12"":[""85"",""86""],""17"":[""85""],""13"":[""85"",""89""],""18"":[""85"",""89""]}",,92,"""2""",,20,"""3""",,9,"""3""",,11,,,,"""98""",Строительство,19,"""1988""",,15,"""1""",,12,"""1""",,8,"""3""",,18,"""4""",,22,"[""7"",""12"",""14""]",,82
"""1""",,13,"""3""",,5,"[""2"",""4"",""7""]",,21,"{""2"":""6"",""4"":""3"",""7"":""2""}",,17,,,,,,,,,,"{""44"":""1""}",,20,"{""44"":{""LastName"":""Цукерберг"",""Company"":""Марк""}}",,50,"[""46"",""44"",""41""]",,26,"{""44"":[""7""],""41"":[""7""],""46"":[""4""]}",,21,"[""11""]",,15,"{""11"":[""4""]}",,7,,,,"[""2"",""1"",""11"",""6"",""7""]",,21,"[""8"",""1"",""3""]",,15,"{""2"":[""85""],""5"":[""86""],""8"":[""85""],""4"":[""85""],""1"":[""89""],""3"":[""89""],""9"":[""90""],""6"":[""85""],""7"":[""85""]}",,66,"{""15"":[""85""],""10"":[""85""],""11"":[""85""],""14"":[""85""],""17"":[""85""],""12"":[""85""],""13"":[""85""],""16"":[""85""],""18"":[""85""]}",,33,"""3""",,13,"""2""",,4,"""1""",,8,"""5""",,6,,,,"""1987""",,5,"""2""",,4,"""12""",,4,"""4""",,3,"""5""",,15,"[""10""]",,13
"""1""",,18,"""10""",,14,"[""4"",""5"",""7"",""8""]",,26,"{""4"":""2"",""5"":""1"",""7"":""1"",""8"":""4""}",,29,,,,,,,,,,"{""44"":""1"",""45"":""1"",""46"":""1""}",,37,"{""44"":{""LastName"":""Цукерберг Марк"",""Company"":""Фэйсбук""},""45"":{""LastName"":""Балмер Стив"",""Company"":""Майкрософт""},""46"":{""LastName"":""Касперский Евгений"",""Company"":""его имени""}}",,74,"[""46"",""44"",""45"",""41"",""39""]",,29,"{""44"":[""4"",""5"",""7""],""45"":[""4"",""7""],""41"":[""7""],""39"":[""5"",""7"",""8""],""46"":[""4"",""5"",""7""]}",,46,"[""11"",""1"",""12"",""9"",""7"",""6"",""4"",""2"",""8"",""3""]",,32,"{""6"":[""4""],""11"":[""4""],""1"":[""4"",""5""],""4"":[""4""],""12"":[""4""],""2"":[""4""],""9"":[""1"",""5"",""7""],""8"":[""4"",""8""],""7"":[""1"",""4"",""5"",""7"",""8""],""3"":[""1"",""4"",""7""]}",,58,,,,"[""1"",""9"",""7"",""8"",""3""]",,20,"[""9"",""7"",""8""]",,15,"{""4"":[""85"",""86"",""84"",""89""],""7"":[""85"",""84""],""2"":[""85"",""84""],""6"":[""85"",""84""],""3"":[""85"",""86"",""84""],""5"":[""85"",""84""],""9"":[""85"",""86"",""84"",""89""],""1"":[""85"",""86"",""84""],""8"":[""84""]}",,88,"{""18"":[""85"",""87"",""84"",""89""],""17"":[""85"",""86"",""84"",""89""],""14"":[""85"",""86"",""84"",""89""],""10"":[""90""],""12"":[""85"",""86"",""84""],""13"":[""85"",""86"",""84""],""15"":[""85"",""86"",""84""],""16"":[""85"",""86"",""84"",""89""],""11"":[""85"",""86"",""84""]}",,87,"""98""","системный администратор",22,"""6""",,8,,,,"""98""","все, что связано с администрированием сети",44,,,,"""1954""",,10,"""1""",,4,"""1""",,5,"""5""",,7,"""4""",,12,"[""6""]",,38
"""2""",,18,"""8""",,14,"[""2"",""4"",""7"",""8"",""9"",""10"",""11""]",,42,"{""2"":""4"",""4"":""4"",""7"":""2"",""8"":""5"",""9"":""3"",""10"":""3"",""11"":""2""}",,62,,,,,,,,,,"{""41"":""1"",""46"":""1"",""44"":""1"",""39"":""1"",""40"":""1""}",,38,"{""41"":{""LastName"":""Дуров"",""Company"":""ВК""},""46"":{""LastName"":""Касперский"",""Company"":""Касперский""},""44"":{""LastName"":""Цукерберг"",""Company"":""ФБ""},""39"":{""LastName"":""Волож"",""Company"":""Яндекс""},""40"":{""LastName"":""Гришин"",""Company"":""Мэил""}}",,59,"[""40"",""41""]",,62,"{""41"":[""4"",""7"",""8""],""40"":[""4"",""7"",""8""]}",,50,"[""1"",""11"",""12"",""2"",""4"",""7""]",,23,"{""2"":[""4"",""7"",""8""],""1"":[""4"",""7"",""8""],""11"":[""4"",""7"",""8""],""4"":[""4"",""7"",""8""],""7"":[""4"",""7"",""8""],""12"":[""4"",""7"",""8""]}",,35,,,,"[""10"",""1"",""9"",""8"",""4"",""3"",""7"",""6""]",,37,"[""1"",""9"",""12"",""2"",""8"",""7""]",,33,"{""4"":[""89"",""86"",""84""],""9"":[""89""],""5"":[""89"",""85"",""86"",""84""],""2"":[""89"",""83"",""85"",""86"",""84""],""7"":[""89"",""85"",""86"",""84""],""1"":[""89"",""83"",""85"",""86"",""84""],""8"":[""89"",""83"",""85"",""86"",""84""],""6"":[""89"",""85"",""86"",""84""],""3"":[""89"",""83"",""87"",""85"",""86"",""84"",""88""]}",,203,"{""14"":[""89"",""83"",""87"",""85"",""86"",""84""],""11"":[""89"",""83"",""85"",""86"",""84""],""13"":[""89"",""85"",""86"",""84""],""10"":[""90""],""18"":[""84""],""16"":[""89"",""83"",""85"",""84""],""15"":[""89"",""83"",""87"",""85"",""86"",""84""],""17"":[""89"",""85"",""86"",""84""],""12"":[""85"",""86"",""84""]}",,101,"""2""",,20,"""3""",,6,"""3""",,8,,,,"""98""","Продажа тур.услуг онлайн",41,"""1981""",,6,"""1""",,3,"""1""",,6,"""4""",,8,"""4""",,21,"[""3"",""11"",""26""]",,56
"""1""",,10,"""3""",,8,"[""7"",""8""]",,23,"{""7"":""1"",""8"":""3""}",,13,,,,,,,,,,"{""44"":""1"",""41"":""1""}",,19,"{""44"":{""LastName"":""Цукерберг"",""Company"":""Facebook""},""41"":{""LastName"":""Дуров"",""Company"":""vk""}}",,21,"[""41"",""44"",""46""]",,19,"{""41"":[""7""],""44"":[""7""],""46"":[""4"",""7""]}",,18,"[""3"",""8"",""7"",""4"",""11"",""1"",""12""]",,18,"{""3"":[""7""],""8"":[""4"",""7""],""4"":[""4"",""7""],""11"":[""4"",""7""],""7"":[""4"",""7""],""1"":[""4"",""7""],""12"":[""4"",""7""]}",,22,,,,"[""3"",""8"",""1""]",,12,"[""3"",""8"",""7"",""6"",""4"",""1""]",,13,"{""1"":[""85"",""84"",""89""],""8"":[""85"",""84""],""2"":[""85"",""83"",""86"",""84"",""89""],""9"":[""90""],""6"":[""85""],""3"":[""85"",""84""],""5"":[""85"",""86"",""84"",""89""],""4"":[""85""],""7"":[""85""]}",,114,"{""18"":[""90""],""16"":[""90""],""13"":[""90""],""11"":[""90""],""17"":[""90""],""12"":[""90""],""14"":[""90""],""10"":[""90""],""15"":[""90""]}",,31,"""3""",,8,"""6""",,6,"""1""",,5,"""5""",,20,,,,"""1987""",,5,"""2""",,3,"""2""",,4,"""4""",,5,"""6""",,15,"[""11""]",,22
"""1""",,5,"""4""",,4,"[""4"",""7"",""8"",""9"",""10""]",,12,"{""4"":""2"",""7"":""1"",""8"":""2"",""9"":""2"",""10"":""5""}",,22,,,,,,,,,,"{""44"":""1"",""401"":""1"",""41"":""1"",""40"":""1"",""46"":""1"",""39"":""1"",""400"":""1""}",,23,"{""44"":{""LastName"":""Цукерберг"",""Company"":""Facebook""},""401"":{""LastName"":""Артамонова"",""Company"":""Mail.Ru Group""},""41"":{""LastName"":""Дуров"",""Company"":""Vkontakte""},""40"":{""LastName"":""Гришин"",""Company"":""Mail.Ru Group""},""46"":{""LastName"":""Касперский"",""Company"":""Лаборатория Касперского""},""39"":{""LastName"":""Волож"",""Company"":""Яндекс""},""400"":{""LastName"":""Широков"",""Company"":""Mail.Ru Group""}}",,52,"[""41"",""44"",""40"",""45"",""401"",""400"",""39"",""46"",""402""]",,43,"{""41"":[""7""],""39"":[""7""],""44"":[""7""],""40"":[""1"",""4"",""5"",""7"",""8""],""46"":[""7""],""45"":[""7"",""8""],""402"":[""7""],""401"":[""5"",""7""],""400"":[""7""]}",,37,"[""1"",""6"",""8"",""4"",""9"",""2"",""5"",""7""]",,17,"{""1"":[""7""],""9"":[""7""],""6"":[""7""],""2"":[""1"",""4"",""7"",""8""],""8"":[""7""],""5"":[""7""],""4"":[""8""],""7"":[""7""]}",,20,,,,"[""1"",""6"",""8"",""3"",""9"",""2""]",,10,"[""1"",""3"",""2""]",,17,"{""6"":[""85""],""1"":[""89"",""86"",""83""],""3"":[""84"",""83""],""5"":[""83""],""9"":[""85"",""83""],""8"":[""85"",""86""],""2"":[""84"",""85"",""86"",""83""],""7"":[""84"",""85"",""83""],""4"":[""90""]}",,62,"{""11"":[""89"",""83""],""12"":[""84"",""85""],""16"":[""84"",""85"",""86""],""15"":[""84""],""10"":[""90""],""14"":[""84"",""85""],""17"":[""85"",""86""],""18"":[""84"",""86""],""13"":[""84"",""85""]}",,47,"""2""",,5,"""6""",,6,"""4""",,4,"""5""",,7,,,,"""1986""",,5,"""2""",,3,"""1""",,3,"""4""",,4,"""4""",,9,"[""3"",""11"",""13""]",,36
"""2""",,13,"""9""",,14,"[""1"",""6"",""7"",""8"",""12""]",http://information-technology.ru,58,"{""1"":""6"",""6"":""1"",""7"":""1"",""8"":""4"",""12"":""2""}",,30,,,,,,,,,,"{""41"":""1"",""44"":""1"",""46"":""1"",""45"":""1"",""43"":""1""}",,37,"{""41"":{""LastName"":""Дуров"",""Company"":""вконтакте""},""44"":{""LastName"":""Цукерберг"",""Company"":""фэйсбук""},""46"":{""LastNameEmpty"":""1"",""CompanyEmpty"":""1""},""45"":{""LastName"":""Балмер"",""Company"":""MS""},""43"":{""LastNameEmpty"":""1"",""CompanyEmpty"":""1""}}",,48,"[""41"",""45"",""46"",""44""]",,27,"{""41"":[""7""],""45"":[""6"",""10""],""46"":[""1""],""44"":[""6"",""7""]}",,39,"[""6"",""2"",""12"",""9"",""10"",""4"",""1"",""7"",""8""]",,30,"{""6"":[""6"",""7"",""8"",""10""],""4"":[""6"",""7""],""2"":[""6"",""7""],""12"":[""7""],""9"":[""1"",""6"",""7"",""10""],""1"":[""1"",""7"",""8""],""7"":[""6"",""7""],""10"":[""1""],""8"":[""1"",""6"",""7"",""8"",""10""]}",,69,,,,"[""6"",""9"",""10"",""1"",""8""]",,17,"[""6"",""9"",""10"",""3"",""8""]",,18,"{""6"":[""84"",""85""],""4"":[""84"",""89"",""86"",""85""],""2"":[""84"",""89"",""86"",""83"",""85""],""8"":[""84"",""85""],""1"":[""84"",""89"",""85""],""3"":[""85""],""5"":[""85""],""9"":[""89"",""85""],""7"":[""84"",""85""]}",,102,"{""18"":[""89""],""13"":[""84"",""85""],""17"":[""84"",""89"",""86"",""85""],""16"":[""84"",""85""],""15"":[""84"",""85""],""10"":[""90""],""12"":[""85""],""11"":[""84"",""83"",""85""],""14"":[""84"",""89"",""86"",""85""]}",,82,"""2""",,8,"""3""",,18,"""3""",,5,,,,"""98""",IT,21,"""1983""",,5,"""1""",,4,"""65""",,15,"""4""",,4,"""9""",,19,"[""3"",""10"",""18""]",,35
"""1""",,5,"""5""",,6,"[""4"",""7"",""9"",""10""]",,16,"{""4"":""2"",""7"":""2"",""9"":""4"",""10"":""1""}",,21,,,,,,,,,,"{""46"":""1"",""41"":""1"",""39"":""1"",""40"":""1"",""45"":""1"",""43"":""1"",""47"":""1"",""44"":""1""}",,51,"{""46"":{""LastName"":""Касперский"",""Company"":""Лаборатория Касперского""},""41"":{""LastName"":""Дуров"",""Company"":""ВКонтакте""},""39"":{""LastName"":""Волож"",""Company"":""Яндекс""},""40"":{""LastName"":""Гришин"",""Company"":""mail.ru""},""45"":{""LastName"":""Балмер"",""Company"":""Microsoft""},""43"":{""LastName"":""Брин"",""Company"":""Google""},""47"":{""LastName"":""Белоусов"",""Company"":""Parallels""},""44"":{""LastName"":""Цукерберг"",""Company"":""Facebook""}}",,142,"[""44"",""43"",""40"",""39"",""41"",""46"",""45"",""47""]",,28,"{""40"":[""8""],""39"":[""4"",""7"",""8""],""41"":[""1"",""4"",""6"",""7"",""8""],""44"":[""1"",""4"",""6"",""7"",""8""],""46"":[""1"",""4"",""6"",""7"",""8""],""45"":[""4"",""8""],""43"":[""8""],""47"":[""8""]}",,57,"[""9"",""1"",""12"",""5"",""4"",""10"",""6"",""8"",""11"",""7"",""2""]",,45,"{""9"":[""4""],""6"":[""4"",""8""],""1"":[""4"",""8""],""8"":[""4"",""7"",""8""],""12"":[""8""],""5"":[""7""],""11"":[""8""],""4"":[""4"",""7"",""8""],""7"":[""4"",""7"",""8""],""10"":[""8""],""2"":[""8""]}",,60,,,,"[""4"",""6"",""8"",""7""]",,27,"[""1"",""6"",""3"",""2""]",,13,"{""2"":[""89"",""86"",""85"",""84""],""7"":[""89"",""85"",""84""],""5"":[""89"",""85"",""84""],""3"":[""89"",""88"",""86"",""85"",""84""],""9"":[""89"",""84""],""8"":[""89"",""85"",""84""],""1"":[""89"",""85"",""84""],""4"":[""89"",""86"",""85"",""84""],""6"":[""89""]}",,114,"{""13"":[""89"",""85"",""84""],""15"":[""89"",""88"",""85"",""84""],""17"":[""89"",""85"",""84""],""18"":[""89"",""84""],""11"":[""88"",""84""],""12"":[""89"",""85"",""84""],""14"":[""89"",""85"",""84""],""16"":[""85"",""84""],""10"":[""85"",""84""]}",,98,"""1""",,19,"""1""",,9,"""3""",,4,"""2""",,6,,,,"""1989""",,5,"""1""",,6,"""2""",,4,"""4""",,4,"""5""",,13,"[""3"",""9"",""13""]",,31
"""3""",,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""2""",,26,"""5""",,12,"[""4"",""7"",""8"",""9"",""10"",""11""]",,33,"{""4"":""6"",""7"":""1"",""8"":""4"",""9"":""5"",""10"":""2"",""11"":""1""}",,28,,,,,,,,,,"{""44"":""1"",""43"":""1""}",,78,"{""44"":{""LastName"":""Цукерберг"",""Company"":""Facebook""},""43"":{""LastName"":""Пейдж"",""Company"":""Google""}}",,55,"[""45"",""44"",""46"",""43"",""41""]",,27,"{""45"":[""4""],""43"":[""7""],""44"":[""4"",""7""],""41"":[""7"",""8""],""46"":[""4"",""7""]}",,38,"[""1"",""7"",""4"",""9"",""8"",""2""]",,22,"{""1"":[""4"",""7"",""8""],""9"":[""4"",""7""],""8"":[""4""],""7"":[""7""],""4"":[""7"",""8""],""2"":[""7""]}",,23,,,,"[""1"",""6"",""7"",""4""]",,21,"[""1"",""6"",""4""]",,12,"{""5"":[""86"",""85""],""8"":[""83"",""86"",""84"",""85"",""89""],""1"":[""86"",""84"",""85"",""89""],""7"":[""85""],""3"":[""86"",""84"",""85"",""89""],""6"":[""86"",""85""],""9"":[""90""],""2"":[""86"",""84"",""85"",""89""],""4"":[""85"",""89""]}",,112,"{""13"":[""84"",""85""],""15"":[""83"",""88"",""86"",""84"",""85"",""89"",""87""],""17"":[""86"",""85"",""89""],""12"":[""85""],""11"":[""84"",""85""],""10"":[""90""],""16"":[""83"",""86"",""84"",""85"",""89""],""14"":[""83"",""86"",""84"",""85"",""89"",""87""],""18"":[""84"",""85"",""89""]}",,98,"""3""",,21,"""3""",,16,"""2""",,7,,,,"""5""",,23,"""1987""",,7,"""1""",,3,"""47""",,15,"""5""",,9,"""6""",,25,"[""2"",""11"",""19""]",,28
"""1""",,3,"""9""",,16,"[""1"",""4"",""8"",""9""]",,26,"{""1"":""5"",""4"":""2"",""8"":""2"",""9"":""3""}",,21,,,,,,,,,,"{""39"":""1"",""44"":""1"",""45"":""1"",""43"":""1"",""41"":""1"",""46"":""1""}",,45,"{""39"":{""LastName"":""Волож"",""Company"":""Яндекс""},""44"":{""LastName"":""Цукерберг"",""Company"":""Facebook""},""45"":{""LastName"":""Балмер"",""Company"":""Microsoft""},""43"":{""LastName"":""Пейдж"",""Company"":""Google""},""41"":{""LastName"":""Дуров"",""Company"":""Facebook""},""46"":{""LastName"":""Касперский"",""Company"":""Лаборатория Касперского""}}",,159,"[""402"",""39"",""46"",""45"",""41"",""44""]",,35,"{""402"":[""8""],""41"":[""7""],""39"":[""8""],""44"":[""4"",""7""],""46"":[""4""],""45"":[""4""]}",,45,"[""99""]",,12,,,,,,,"[""1"",""5"",""2"",""3""]",,12,"[""8"",""6""]",,16,"{""5"":[""86"",""85"",""84"",""89""],""4"":[""90""],""2"":[""85"",""84""],""9"":[""90""],""3"":[""90""],""1"":[""85"",""84""],""6"":[""86"",""84""],""7"":[""85"",""84""],""8"":[""90""]}",,95,"{""15"":[""84""],""13"":[""83"",""86"",""85"",""84"",""87"",""89""],""11"":[""86"",""85"",""84""],""10"":[""90""],""18"":[""90""],""12"":[""86"",""85"",""84"",""89""],""16"":[""84""],""14"":[""86"",""89""],""17"":[""85""]}",,75,"""3""",,6,"""4""",,5,"""1""",,3,"""2""",,10,,,,"""1987""",,7,"""1""",,3,"""1""",,5,"""4""",,3,"""4""",,8,"[""3"",""11"",""19""]",,20
"""3""",,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
